,Código,Categoría,Serie,Fecha Inicio,Fecha Fin,Última Actualización,Frecuencia
13621,PD39672DA,"Sistema bancario		
			  
         - (48 series)",Crédito Neto - Resto del Sector Público - MN - Sistema Bancario (Mill. S/),1959,2021,29-12-2022,A
13622,PD39673DA,"Sistema bancario		
			  
         - (48 series)",Crédito Neto - Resto del Sector Público - ME - Sistema Bancario (Mill. S/),1959,2021,29-12-2022,A
13623,PD39674DA,"Sistema bancario		
			  
         - (48 series)",Crédito Neto - Sector Público - Total - Sistema Bancario (%PBI),1959,2021,29-12-2022,A
13624,PD39675DA,"Sistema bancario		
			  
         - (48 series)",Crédito Neto - Sector Público - MN - Sistema Bancario (%PBI),1959,2021,29-12-2022,A
13625,PD39676DA,"Sistema bancario		
			  
         - (48 series)",Crédito Neto - Sector Público - ME - Sistema Bancario (%PBI),1959,2021,29-12-2022,A
13626,PD39677DA,"Sistema bancario		
			  
         - (48 series)",Crédito Neto - Gobierno Central - Total - Sistema Bancario (%PBI),1959,2021,29-12-2022,A
13627,PD39678DA,"Sistema bancario		
			  
         - (48 series)",Crédito Neto - Gobierno Central - MN - Sistema Bancario (%PBI),1959,2021,29-12-2022,A
13628,PD39679DA,"Sistema bancario		
			  
         - (48 series)",Crédito Neto - Gobierno Central - ME - Sistema Bancario (%PBI),1959,2021,29-12-2022,A
13629,PD39680DA,"Sistema bancario		
			  
         - (48 series)",Crédito Neto - Resto del Sector Público - Total - Sistema Bancario (%PBI),1959,2021,29-12-2022,A
13630,PD39681DA,"Sistema bancario		
			  
         - (48 series)",Crédito Neto - Resto del Sector Público - MN - Sistema Bancario (%PBI),1959,2021,29-12-2022,A
13631,PD39682DA,"Sistema bancario		
			  
         - (48 series)",Crédito Neto - Resto del Sector Público - ME - Sistema Bancario (%PBI),1959,2021,29-12-2022,A
13632,PD39683DA,"Sistema bancario		
			  
         - (48 series)",Liquidez Total del sistema bancario (%PBI),1959,2021,29-12-2022,A
13633,PD39684DA,"Sistema bancario		
			  
         - (48 series)",Liquidez MN del sistema bancario (%PBI),1959,2021,29-12-2022,A
13634,PD39685DA,"Sistema bancario		
			  
         - (48 series)",Depósitos a la Vista MN en sistema bancario (%PBI),1959,2021,29-12-2022,A
13635,PD39686DA,"Sistema bancario		
			  
         - (48 series)",Cuasidinero MN sistema bancario (%PBI),1959,2021,29-12-2022,A
13636,PD39687DA,"Sistema bancario		
			  
         - (48 series)",Depósitos de Ahorro MN en sistema bancario (%PBI),1959,2021,29-12-2022,A
13637,PD39688DA,"Sistema bancario		
			  
         - (48 series)",Depósitos a Plazo MN en sistema bancario (%PBI),1959,2021,29-12-2022,A
13638,PD39689DA,"Sistema bancario		
			  
         - (48 series)",Cédulas Hipotecarias sistema bancario (%PBI),1959,2021,29-12-2022,A
13639,PD39690DA,"Sistema bancario		
			  
         - (48 series)",Otros Valores MN sistema bancario (%PBI),1959,2021,29-12-2022,A
13640,PD39691DA,"Sistema bancario		
			  
         - (48 series)",Liquidez ME sistema bancario (%PBI),1959,2021,29-12-2022,A
13641,PD39692DA,"Sistema bancario		
			  
         - (48 series)",Crédito Total sistema bancario (%PBI),1959,2021,29-12-2022,A
13642,PD39693DA,"Sistema bancario		
			  
         - (48 series)",Crédito MN sistema bancario (%PBI),1959,2021,29-12-2022,A
13643,PD39694DA,"Sistema bancario		
			  
         - (48 series)",Crédito ME sistema bancario (%PBI),1959,2021,29-12-2022,A
13644,PD39695DA,"Sistema bancario		
			  
         - (48 series)",Dolarización de la liquidez SB (%),1959,2021,29-12-2022,A
13645,PD39696DA,"Sistema bancario		
			  
         - (48 series)",Dolarización del crédito del sistema bancario (%),1959,2021,29-12-2022,A
13646,PD39697DA,"Banca de fomento		
			  
         - (7 series)",Crédito Total banca de fomento (Mill. S/),1959,2021,29-12-2022,A
13647,PD39698DA,"Banca de fomento		
			  
         - (7 series)",Crédito MN banca de fomento (Mill. S/),1959,2021,29-12-2022,A
13648,PD39699DA,"Banca de fomento		
			  
         - (7 series)",Crédito ME banca de fomento (Mill. S/),1959,2021,29-12-2022,A
13649,PD39700DA,"Banca de fomento		
			  
         - (7 series)",Crédito ME banca de fomento (Mill. US$),1959,2021,29-12-2022,A
13650,PD39701DA,"Banca de fomento		
			  
         - (7 series)",Crédito Total banca de fomento (%PBI),1959,2021,29-12-2022,A
13651,PD39702DA,"Banca de fomento		
			  
         - (7 series)",Crédito MN banca de fomento (%PBI),1959,2021,29-12-2022,A
13652,PD39703DA,"Banca de fomento		
			  
         - (7 series)",Crédito ME banca de fomento (%PBI),1959,2021,29-12-2022,A
13653,PD39704DA,"Banco de la Nación		
			  
         - (7 series)",Crédito Total Nación (Mill. S/),1959,2021,29-12-2022,A
13654,PD39705DA,"Banco de la Nación		
			  
         - (7 series)",Crédito MN Nación (Mill. S/),1959,2021,29-12-2022,A
13655,PD39706DA,"Banco de la Nación		
			  
         - (7 series)",Crédito ME Nación (Mill. S/),1959,2021,29-12-2022,A
13656,PD39707DA,"Banco de la Nación		
			  
         - (7 series)",Crédito ME Nación (Mill. US$),1959,2021,29-12-2022,A
13657,PD39708DA,"Banco de la Nación		
			  
         - (7 series)",Crédito Total Nación (%PBI),1959,2021,29-12-2022,A
13658,PD39709DA,"Banco de la Nación		
			  
         - (7 series)",Crédito MN Nación (%PBI),1959,2021,29-12-2022,A
13659,PD39710DA,"Banco de la Nación		
			  
         - (7 series)",Crédito ME Nación (%PBI),1959,2021,29-12-2022,A
13660,PD39711DA,"Balanza de pagos		
			  
         - (7 series)",Exportaciones (Millones US$),1922,2021,29-12-2022,A
13661,PD39712DA,"Balanza de pagos		
			  
         - (7 series)",Importaciones (Millones US$),1922,2021,29-12-2022,A
13662,PD39713DA,"Balanza de pagos		
			  
         - (7 series)",Balanza comercial (Millones US$),1922,2021,29-12-2022,A
13663,PD39714DA,"Balanza de pagos		
			  
         - (7 series)",Exportaciones (% PBI),1922,2021,29-12-2022,A
13664,PD39715DA,"Balanza de pagos		
			  
         - (7 series)",Importaciones (% PBI),1922,2021,29-12-2022,A
13665,PD39716DA,"Balanza de pagos		
			  
         - (7 series)",Balanza comercial (% PBI),1922,2021,29-12-2022,A
13666,PD39717DA,"Balanza de pagos		
			  
         - (7 series)",Términos de intercambio (2007=100),1950,2021,29-12-2022,A
13667,PD39718DA,"Indicadores Internacionales		
			  
         - (29 series)",Cobre US$/lb.,1922,2021,29-12-2022,A
13668,PD39719DA,"Indicadores Internacionales		
			  
         - (29 series)",Zinc US$/lb.,1922,2021,29-12-2022,A
13669,PD39720DA,"Indicadores Internacionales		
			  
         - (29 series)",Plomo US$/lb.,1922,2021,29-12-2022,A
13670,PD39721DA,"Indicadores Internacionales		
			  
         - (29 series)",Oro US$/oz.tr.,1922,2021,29-12-2022,A
13671,PD39722DA,"Indicadores Internacionales		
			  
         - (29 series)",Plata US$/oz.tr.,1922,2021,29-12-2022,A
13672,PD39723DA,"Indicadores Internacionales		
			  
         - (29 series)",Petróleo US$/barril,1922,2021,29-12-2022,A
13673,PD39724DA,"Indicadores Internacionales		
			  
         - (29 series)",Maíz US$ /TM,1922,2021,29-12-2022,A
13674,PD39725DA,"Indicadores Internacionales		
			  
         - (29 series)",Soya US$ /TM,1922,2021,29-12-2022,A
13675,PD39726DA,"Indicadores Internacionales		
			  
         - (29 series)",Trigo Total y de invierno (desde 1974) US$ /TM,1922,2021,29-12-2022,A
13676,PD39727DA,"Indicadores Internacionales		
			  
         - (29 series)",Petróleo - U.S. Crude Oil First Purchase Price US$ por barriles,1922,2021,29-12-2022,A
13677,PD39728DA,"Indicadores Internacionales		
			  
         - (29 series)",EUA:PBI real (Var.%),1922,2021,29-12-2022,A
13678,PD39729DA,"Indicadores Internacionales		
			  
         - (29 series)",EUA: Inflación (fdp) (%),1922,2021,29-12-2022,A
13679,PD39730DA,"Indicadores Internacionales		
			  
         - (29 series)",EUA: Tasa desempleo (a dic) (%),1929,2021,29-12-2022,A
13680,PD39731DA,"Indicadores Internacionales		
			  
         - (29 series)",DOW JONES INDUSTRIAL AVERAGE INDEX (índice de bolsa de Estados Unidos) (Índice),1922,2021,29-12-2022,A
13681,PD39732DA,"Indicadores Internacionales		
			  
         - (29 series)",S&P 500 INDEX (Índice),1927,2021,29-12-2022,A
13682,PD39733DA,"Indicadores Internacionales		
			  
         - (29 series)",NASDAQ COMPOSITE INDEX (índice de bolsa de Estados Unidos) (Índice),1971,2021,29-12-2022,A
13683,PD39734DA,"Indicadores Internacionales		
			  
         - (29 series)",VIX INDEX (índice de volatilidad de la bolsa de Estados Unidos) (Índice),1990,2021,29-12-2022,A
13684,PD39735DA,"Indicadores Internacionales		
			  
         - (29 series)",DAX INDEX (índice de bolsa de Alemania) (Índice),1959,2021,29-12-2022,A
13685,PD39736DA,"Indicadores Internacionales		
			  
         - (29 series)",FTSE 100 INDEX (índice de bolsa de Reino Unido) (Índice),1983,2021,29-12-2022,A
13686,PD39737DA,"Indicadores Internacionales		
			  
         - (29 series)",NIKKEI 225 INDEX (índice de bolsa de Japón) (Índice),1970,2021,29-12-2022,A
13687,PD39738DA,"Indicadores Internacionales		
			  
         - (29 series)",Tasa efectiva de los fondos federales overnight en dólares estadounidenses (%),1955,2021,29-12-2022,A
13688,PD39739DA,"Indicadores Internacionales		
			  
         - (29 series)",Tasa de rendimiento soberano a 10 años de Estados Unidos (%),1962,2021,29-12-2022,A
13689,PD39740DA,"Indicadores Internacionales		
			  
         - (29 series)",Tasa LIBOR a 3 meses en dólares estadounideses (%),1984,2021,29-12-2022,A
13690,PD39741DA,"Indicadores Internacionales		
			  
         - (29 series)",Tasa de rendimiento soberano a 10 años de Alemania (%),1960,2021,29-12-2022,A
13691,PD39742DA,"Indicadores Internacionales		
			  
         - (29 series)",Tasa LIBOR a 3 meses en euros (%),1989,2021,29-12-2022,A
13692,PD39743DA,"Indicadores Internacionales		
			  
         - (29 series)",Tasa de rendimiento soberano a 10 años de Reino Unido (%),1960,2021,29-12-2022,A
13693,PD39744DA,"Indicadores Internacionales		
			  
         - (29 series)",Tasa LIBOR a 3 meses en libras esterlinas (%),1970,2021,29-12-2022,A
13694,PD39745DA,"Indicadores Internacionales		
			  
         - (29 series)",Tasa de rendimiento soberano a 10 años de Japón (%),1989,2021,29-12-2022,A
13695,PD39746DA,"Indicadores Internacionales		
			  
         - (29 series)",Tasa LIBOR a 3 meses en yenes japonés (%),1986,2021,29-12-2022,A
13696,PD39747DA,"Sector público		
			  
         - (4 series)",Inversión Pública (Mill. S/),1970,2021,29-12-2022,A
13697,PD39748DA,"Sector público		
			  
         - (4 series)",Resultado económico del Sector público no financiero (Mill. S/),1970,2021,29-12-2022,A
13698,PD39749DA,"Sector público		
			  
         - (4 series)",Inversión Pública (%PBI),1970,2021,29-12-2022,A
13699,PD39750DA,"Sector público		
			  
         - (4 series)",Resultado económico del Sector público no financiero (%PBI),1970,2021,29-12-2022,A
13700,RD16125DA,"Crédito directo del sistema financiero al sector privado por departamentos - fin de periodo (millones S/)		
			  
         - (78 series)",Amazonas (moneda nacional),2004,2022,29-05-2023,A
13701,RD16126DA,"Crédito directo del sistema financiero al sector privado por departamentos - fin de periodo (millones S/)		
			  
         - (78 series)",Amazonas (moneda extranjera),2004,2022,29-05-2023,A
13702,RD16127DA,"Crédito directo del sistema financiero al sector privado por departamentos - fin de periodo (millones S/)		
			  
         - (78 series)",Amazonas (total),2004,2022,29-05-2023,A
13703,RD16128DA,"Crédito directo del sistema financiero al sector privado por departamentos - fin de periodo (millones S/)		
			  
         - (78 series)",Ancash (moneda nacional),2004,2022,29-05-2023,A
13704,RD16129DA,"Crédito directo del sistema financiero al sector privado por departamentos - fin de periodo (millones S/)		
			  
         - (78 series)",Ancash (moneda extranjera),2004,2022,29-05-2023,A
13705,RD16130DA,"Crédito directo del sistema financiero al sector privado por departamentos - fin de periodo (millones S/)		
			  
         - (78 series)",Ancash (total),2004,2022,29-05-2023,A
13706,RD16131DA,"Crédito directo del sistema financiero al sector privado por departamentos - fin de periodo (millones S/)		
			  
         - (78 series)",Apurímac (moneda nacional),2004,2022,29-05-2023,A
13707,RD16132DA,"Crédito directo del sistema financiero al sector privado por departamentos - fin de periodo (millones S/)		
			  
         - (78 series)",Apurímac (moneda extranjera),2004,2022,29-05-2023,A
13708,RD16133DA,"Crédito directo del sistema financiero al sector privado por departamentos - fin de periodo (millones S/)		
			  
         - (78 series)",Apurímac (total),2004,2022,29-05-2023,A
13709,RD16134DA,"Crédito directo del sistema financiero al sector privado por departamentos - fin de periodo (millones S/)		
			  
         - (78 series)",Arequipa (moneda nacional),2004,2022,29-05-2023,A
13710,RD16135DA,"Crédito directo del sistema financiero al sector privado por departamentos - fin de periodo (millones S/)		
			  
         - (78 series)",Arequipa (moneda extranjera),2004,2022,29-05-2023,A
13711,RD16136DA,"Crédito directo del sistema financiero al sector privado por departamentos - fin de periodo (millones S/)		
			  
         - (78 series)",Arequipa (total),2004,2022,29-05-2023,A
13712,RD16137DA,"Crédito directo del sistema financiero al sector privado por departamentos - fin de periodo (millones S/)		
			  
         - (78 series)",Ayacucho (moneda nacional),2004,2022,29-05-2023,A
13713,RD16138DA,"Crédito directo del sistema financiero al sector privado por departamentos - fin de periodo (millones S/)		
			  
         - (78 series)",Ayacucho (moneda extranjera),2004,2022,29-05-2023,A
13714,RD16139DA,"Crédito directo del sistema financiero al sector privado por departamentos - fin de periodo (millones S/)		
			  
         - (78 series)",Ayacucho (total),2004,2022,29-05-2023,A
13715,RD16140DA,"Crédito directo del sistema financiero al sector privado por departamentos - fin de periodo (millones S/)		
			  
         - (78 series)",Cajamarca (moneda nacional),2004,2022,29-05-2023,A
13716,RD16141DA,"Crédito directo del sistema financiero al sector privado por departamentos - fin de periodo (millones S/)		
			  
         - (78 series)",Cajamarca (moneda extranjera),2004,2022,29-05-2023,A
13717,RD16142DA,"Crédito directo del sistema financiero al sector privado por departamentos - fin de periodo (millones S/)		
			  
         - (78 series)",Cajamarca (total),2004,2022,29-05-2023,A
13718,RD16143DA,"Crédito directo del sistema financiero al sector privado por departamentos - fin de periodo (millones S/)		
			  
         - (78 series)",Callao (moneda nacional),2004,2022,29-05-2023,A
13719,RD16144DA,"Crédito directo del sistema financiero al sector privado por departamentos - fin de periodo (millones S/)		
			  
         - (78 series)",Callao (moneda extranjera),2004,2022,29-05-2023,A
13720,RD16145DA,"Crédito directo del sistema financiero al sector privado por departamentos - fin de periodo (millones S/)		
			  
         - (78 series)",Callao (total),2004,2022,29-05-2023,A
13721,RD16146DA,"Crédito directo del sistema financiero al sector privado por departamentos - fin de periodo (millones S/)		
			  
         - (78 series)",Cusco (moneda nacional),2004,2022,29-05-2023,A
13722,RD16147DA,"Crédito directo del sistema financiero al sector privado por departamentos - fin de periodo (millones S/)		
			  
         - (78 series)",Cusco (moneda extranjera),2004,2022,29-05-2023,A
13723,RD16148DA,"Crédito directo del sistema financiero al sector privado por departamentos - fin de periodo (millones S/)		
			  
         - (78 series)",Cusco (total),2004,2022,29-05-2023,A
13724,RD16149DA,"Crédito directo del sistema financiero al sector privado por departamentos - fin de periodo (millones S/)		
			  
         - (78 series)",Huancavelica (moneda nacional),2004,2022,29-05-2023,A
13725,RD16150DA,"Crédito directo del sistema financiero al sector privado por departamentos - fin de periodo (millones S/)		
			  
         - (78 series)",Huancavelica (moneda extranjera),2004,2022,29-05-2023,A
